order_id,user_id,order_date,amount,age,city,channel
15613,87988,2026年4月21日,"68,616.3",44,北京,线下
8920,66060,2026/2/21,1543.90,61,南京,APP
14604,76924,2026/8/15,2377.44,48,北京,APP
40088,78280,2026-02-12,1501.53,34,西安,小程序
32890,16770,2026年2月14日,1975.82,37,南京,小程序
22972,88062,2026/6/5,4669.57,47,成都,线下
14177,68701,2026-07-20,1801.09,64,西安,APP
16471,14892,2026/8/20,2951.83,59,广州,线上
629,17056,2026-02-18,1788.36,57,成都,线上
7161,80698,2026/7/27,4358.59,48,深圳,APP
20369,77179,2026/6/4,2746.75,62,成都,线上
32927,49400,2026年7月26日,4199.97,31,北京,线下
32883,71385,2026年2月24日,-351.62,65,广州,APP
6558,32422,2026-06-24,1264.73,57,北京,线下
23735,86819,2026/8/20,1379.94,54,杭州,线下
17778,21716,2026-06-09,302.40,23,广州,APP
21301,25988,2026/4/18,4178.72,39,西安,小程序
38992,62159,2026-01-08,2373.80,31,广州,线上
25754,47478,2026-03-06,3137.87,32,广州,线下
16857,26697,2026/8/19,2497.26,56,南京,APP
37051,96424,2026年2月11日,120.90,51,深圳,APP
35872,67049,2026/2/5,1976.21,55,成都,线下
300,65463,2026年7月22日,2872.60,24,杭州,APP
24232,88096,2026/5/22,2160.61,59,重庆,APP
20676,81883,2026/5/27,2136.18,27,上海,小程序
5761,83663,2026年2月5日,3094.43,25,深圳,小程序
43842,13502,2026/8/6,4635.44,57,杭州,APP
13243,61976,2026-06-02,2582.42,27,深圳,APP
4607,16724,2026年6月17日,2824.43,57,武汉,线上
27788,78003,2026/6/27,4598.52,45,深圳,线上
7266,56072,2026年5月8日,2240.20,23,重庆,APP
22529,11439,2026/4/22,119.18,39,南京,
33959,83025,2026-02-12,2984.90,21,重庆,APP
9808,91080,2026年8月8日,1520.24,61,武汉,线上
2742,42150,2026/8/28,425.58,45,重庆,线下
24930,81832,2026年4月2日,258.73,65,重庆,线上
45783,80470,2026/1/26,-566.14,65,深圳,线上
26368,96660,2026年7月17日,4947.46,49,西安,小程序
30675,16658,2026-01-28,2700.53,37,重庆,线下
10300,77056,2026年5月19日,1152.23,47,北京,APP
31824,52634,2026/1/3,2810.58,64,重庆,线上
37542,47962,2026/3/28,160.23,53,西安,线下
38455,13242,2026年1月13日,4128.62,43,深圳,APP
14082,36429,2026年6月14日,4786.44,38,深圳,线下
10651,16578,2026/3/11,2731.97,30,重庆,APP
28380,68221,2026-03-08,4728.52,45,上海,线下
3953,95150,2026-08-03,3668.07,44,杭州,APP
5010,97247,2026-07-13,4476.82,42,杭州,小程序
356,75734,2026年4月21日,2581.00,32,成都,APP
13136,63611,2026-05-24,4934.07,25,上海,APP
2870,63390,2026年3月22日,4346.68,47,杭州,小程序
27408,39506,2026/4/8,3296.72,22,杭州,线上
11721,86816,2026/7/12,3731.42,38,武汉,APP
34395,29401,2026年2月4日,339.28,26,武汉,小程序
32278,66181,2026-06-07,3265.50,27,西安,小程序
45535,42692,2026/3/13,3732.59,60,北京,APP
4006,57991,2026-07-06,1428.08,46,南京,线上
5481,11789,2026/3/6,895.45,62,北京,APP
9298,33239,2026年6月17日,673.37,65,西安,APP
31755,82914,2026年2月22日,3422.89,19,成都,线下
5115,92144,2026/2/4,76.01,34,南京,线下
19291,38846,2026-03-05,1029.66,21,深圳,小程序
30949,31948,2026-06-20,1987.80,37,深圳,线上
36283,86282,2026-07-26,328.83,26,武汉,线下
44153,90765,2026年4月23日,4578.99,22,重庆,小程序
2010,76205,2026-02-15,3821.17,23,广州,线下
30335,21693,2026/6/7,3343.79,48,杭州,APP
15093,88454,2026-05-18,1865.83,50,南京,线下
10206,58187,2026-06-06,892.29,63,南京,小程序
6337,14470,2026-05-06,1511.75,56,深圳,APP
7231,70664,2026/2/1,1033.22,52,深圳,线上
15192,85788,2026-02-07,2915.06,44,深圳,小程序
48613,83565,2026年4月8日,4225.10,37,上海,线上
45292,80378,2026-06-27,"86,925.0",18,南京,小程序
21853,80437,2026/1/1,4122.80,41,北京,APP
23844,56058,2026-08-05,4552.69,43,重庆,线上
5947,28305,2026年8月27日,4057.63,35,北京,小程序
22827,49063,2026-08-06,317.11,51,深圳,线下
11476,71202,2026-02-11,251.59,18,成都,小程序
19185,13020,2026-02-25,26.43,52,深圳,小程序
46002,13389,2026年8月1日,2507.37,34,杭州,线上
5567,73107,2026年7月25日,2383.06,64,广州,小程序
4494,83648,2026-08-27,2546.22,35,广州,小程序
40055,42494,2026/4/13,4430.08,58,南京,小程序
11494,95642,2026/3/22,4533.09,43,西安,线下
32237,50914,2026-05-20,442.65,65,成都,
32893,30315,2026-04-26,2311.36,18,西安,APP
22947,66288,2026/8/17,1511.59,49,南京,线下
49644,85770,2026/7/14,4570.74,44,北京,APP
20002,33869,2026年8月20日,31.65,43,北京,小程序
47352,23352,2026/1/15,107.87,29,广州,线下
49293,21738,2026年5月21日,829.61,32,西安,APP
7581,34032,2026年8月4日,1560.34,60,深圳,线上
33615,41454,2026年1月23日,2863.22,41,成都,线上
10450,45611,2026/2/17,"67,885.1",28,成都,线上
25204,44772,2026年6月5日,906.80,49,武汉,小程序
43672,63410,2026年1月3日,3717.33,32,北京,APP
47079,77373,2026年7月2日,3514.02,62,深圳,APP
32397,30013,2026年6月21日,1279.59,62,南京,APP
49205,95510,2026-05-23,4842.71,61,成都,线下
13733,34987,2026年6月11日,1082.51,51,重庆,线上
43165,49666,2026年7月13日,974.43,44,成都,小程序
18877,79406,2026-07-20,2181.27,46,西安,线上
10284,12361,2026-01-04,4429.06,62,重庆,小程序
16921,96145,2026-02-27,4949.96,25,杭州,APP
43349,91808,2026-06-02,1923.42,61,上海,APP
11380,53987,2026年3月3日,138.29,61,深圳,线下
42990,70947,2026-08-22,2359.45,47,南京,
35686,29942,2026年5月10日,1382.07,51,杭州,线下
7127,13961,2026年4月10日,1159.83,34,武汉,线上
12261,27503,2026/2/20,235.85,42,上海,小程序
32127,10168,2026年1月28日,907.25,63,上海,线下
26884,34055,2026-01-14,3289.48,24,南京,APP
45069,45319,2026-05-22,1147.91,55,上海,线上
30248,68705,2026-02-17,1790.54,39,北京,APP
38343,69570,2026-02-22,3075.15,30,西安,小程序
14687,91275,2026年8月13日,4631.54,24,西安,小程序
25834,84403,2026-05-15,4276.08,42,成都,线上
20933,95435,2026-08-26,1298.23,30,成都,线下
27120,88262,2026-06-01,4030.10,50,深圳,线上
4791,79049,2026/7/27,1995.56,28,武汉,APP
12887,78422,2026-03-26,1022.24,37,杭州,小程序
47265,45816,2026-08-08,23.15,60,南京,
15050,92011,2026/3/5,854.42,64,上海,线下
40673,29311,2026年3月20日,4279.89,52,重庆,小程序
106,43520,2026-01-15,501.73,29,西安,线上
1586,48297,2026-07-17,4720.87,63,武汉,
49549,21608,2026-06-04,224.40,54,重庆,APP
9430,26139,2026-04-09,1660.14,27,成都,小程序
31468,31558,2026-06-26,3271.63,52,杭州,小程序
14301,98690,2026年2月14日,1809.96,54,上海,APP
23317,47071,2026/1/18,4855.78,49,上海,APP
29040,62300,2026年3月13日,1412.22,50,上海,线上
7867,83423,2026年4月21日,969.15,41,北京,APP
28280,62266,2026年5月4日,1874.45,36,武汉,APP
47644,12872,2026年5月14日,2910.78,34,杭州,APP
24311,64688,2026-05-26,-87.13,44,武汉,APP
20881,30578,2026-05-01,2539.43,35,武汉,
42699,92211,2026-04-11,1459.69,43,深圳,线上
25235,23369,2026-03-06,241.33,55,深圳,小程序
30403,47432,2026年3月17日,2575.48,34,成都,线下
18174,96321,2026-01-06,409.27,40,成都,小程序
23302,43034,2026/8/5,3547.76,33,上海,APP
10776,33358,2026/7/28,3145.76,35,上海,小程序
26633,78999,2026-03-23,4233.85,43,广州,APP
136,82078,2026-08-09,1201.50,65,上海,APP
10018,23918,2026年5月5日,3474.91,62,武汉,线上
13900,72805,2026年3月13日,923.08,52,上海,线上
20611,94729,2026年7月22日,3785.99,56,南京,小程序
37802,24915,2026/2/24,3550.43,18,北京,线下
5034,77407,2026年6月5日,4883.84,19,杭州,线上
13516,53464,2026年7月5日,4423.15,58,深圳,APP
1392,77417,2026/8/11,2705.01,61,成都,线上
23964,43874,2026/3/19,-180.21,35,上海,小程序
5804,60702,2026年1月26日,217.25,35,重庆,线下
16467,68971,2026/2/22,3235.49,56,深圳,线下
5178,64004,2026年3月9日,3615.63,57,重庆,小程序
7076,58191,2026/4/15,4037.14,53,上海,小程序
40311,47897,2026-01-23,897.79,64,上海,小程序
20065,63626,2026/3/6,646.12,48,西安,线上
7344,63899,2026/6/1,3625.68,26,上海,APP
47659,18843,2026年3月2日,4856.23,24,杭州,APP
7747,90977,2026/4/17,299.38,52,广州,线上
46684,62771,2026年3月17日,3635.91,37,杭州,APP
47088,19534,2026-05-06,1667.28,27,杭州,线上
31230,17871,2026/4/28,4922.24,63,上海,线上
42846,29482,2026/1/1,3324.00,55,南京,APP
3095,29061,2026年1月22日,2576.13,49,杭州,线下
1155,96334,2026/8/4,1801.20,26,重庆,小程序
41025,66712,2026年5月25日,"43,570.5",37,北京,线上
26856,14892,2026-02-12,1478.70,34,南京,APP
15706,22113,2026年6月17日,103.58,20,北京,线上
45457,81499,2026-05-08,3371.12,57,广州,线下
39141,16940,2026-02-11,"84,536.0",28,武汉,线上
19781,12651,2026-07-18,1600.64,40,北京,线上
26360,91382,2026/5/11,3367.89,44,西安,APP
38197,39691,2026/5/28,3578.80,60,重庆,线上
40732,39197,2026/2/19,1846.08,39,武汉,线上
27148,69254,2026/2/22,-566.52,59,南京,线下
30809,15370,2026年3月6日,3251.19,53,杭州,线上
13420,98400,2026-05-24,"74,313.6",50,深圳,线下
47392,46692,2026-01-01,555.85,51,上海,APP
27049,46381,2026-03-26,4545.32,42,武汉,线下
18658,39891,2026/6/14,4541.35,55,西安,小程序
9094,59199,2026/8/1,2860.69,43,杭州,APP
27394,86347,2026年1月23日,860.68,64,重庆,APP
27690,32159,2026年7月7日,4799.55,46,重庆,线上
13122,91713,2026-03-28,4523.13,48,成都,APP
31083,73304,2026年2月22日,4230.21,51,北京,线上
34389,16016,2026/8/16,2935.62,38,北京,线上
28753,16451,2026-04-23,1031.45,18,西安,线上
44395,34262,2026年5月2日,4476.19,41,成都,小程序
45448,89513,2026-04-06,1358.18,24,北京,小程序
35081,38151,2026-07-02,549.31,22,杭州,小程序
32195,85371,2026-08-13,-407.58,38,广州,APP
13861,99619,2026年4月24日,1518.91,37,广州,APP
17334,78849,2026-03-09,763.18,48,武汉,APP
28847,23637,2026年4月16日,3851.85,62,西安,线上
37859,88076,2026年3月21日,1426.93,59,成都,线下
27185,76554,2026-08-26,675.27,31,深圳,APP
28562,37946,2026年8月18日,3227.29,37,上海,APP
33985,59400,2026/2/11,1041.69,39,广州,小程序
28082,71424,2026-02-26,2420.96,57,深圳,线上
16244,89607,2026/8/2,2408.67,35,深圳,
41177,77744,2026年3月25日,2575.07,31,杭州,线下
21797,46819,2026/3/28,186.38,56,杭州,小程序
7455,61841,2026年3月10日,4330.25,24,深圳,线下
30637,39092,2026-04-20,1005.40,19,南京,小程序
7213,21638,2026年6月7日,4024.96,-3,杭州,APP
35164,99396,2026-02-22,-574.93,54,广州,线上
7963,16762,2026年5月21日,4175.33,27,武汉,小程序
23077,31719,2026年7月8日,"70,375.0",27,南京,线下
37288,17573,2026年5月16日,4352.12,25,南京,小程序
31427,44703,2026/7/1,2604.82,23,广州,线下
20429,47344,2026-04-24,236.59,49,杭州,线上
10368,61432,2026年4月16日,3387.64,47,北京,小程序
35113,37097,2026/8/7,1526.92,44,广州,线下
39773,45531,2026-06-22,131.77,36,武汉,小程序
42921,51709,2026/7/19,771.09,42,广州,APP
22713,24107,2026-08-20,1216.15,27,北京,线上
45001,36581,2026-04-11,4643.65,43,北京,小程序
23061,65773,2026-08-27,3660.68,50,成都,
28238,36829,2026-06-21,3583.64,61,上海,线下
21234,95309,2026/8/22,3597.00,56,南京,小程序
24870,11490,2026/4/28,3253.57,24,南京,线上
10967,99947,2026年8月20日,1785.78,55,北京,线下
33982,68245,2026-01-19,4236.53,41,重庆,小程序
32505,17232,2026年8月4日,4268.33,63,广州,线下
376,41790,2026/4/24,1315.67,37,成都,小程序
35385,68173,2026/4/6,"95,718.6",60,深圳,APP
38575,37018,2026/3/19,4374.02,21,杭州,APP
42108,55814,2026/7/20,4641.74,18,成都,小程序
16936,79018,2026-01-22,769.37,29,上海,线下
44936,33774,2026/8/20,2508.06,27,成都,线上
35329,82381,2026年7月15日,1474.39,49,重庆,APP
14653,49491,2026/5/3,327.40,18,广州,线下
22641,25123,2026年1月14日,4961.50,51,上海,APP
19223,12286,2026年5月17日,879.18,44,北京,小程序
22944,89395,2026/1/11,562.22,35,深圳,线上
8338,82645,2026/7/3,339.23,18,杭州,小程序
4585,55122,2026年3月16日,3224.59,52,南京,线下
11815,89375,2026-03-23,2986.30,44,成都,线上
5074,51723,2026-03-01,2359.77,39,上海,小程序
49710,60663,2026年2月11日,3673.48,29,西安,小程序
15363,51788,2026年6月7日,4298.77,29,北京,小程序
32970,20601,2026-07-23,3918.47,56,深圳,APP
39071,48085,2026-04-05,4339.14,62,上海,线下
45708,21111,2026/4/7,4531.58,48,武汉,
45671,20416,2026年5月12日,3588.79,33,西安,线上
1871,72563,2026年1月1日,2647.84,65,重庆,小程序
10323,41598,2026/5/26,1484.43,47,西安,APP
15981,54898,2026/3/8,2232.36,56,北京,线上
17363,94785,2026年2月25日,864.86,18,西安,线下
35891,73508,2026/2/7,1333.99,23,南京,线下
33419,84712,2026/4/25,2899.80,43,杭州,线上
13960,65522,2026/6/2,2112.48,31,杭州,APP
29446,31320,2026-05-15,-343.86,61,重庆,线上
23730,77677,2026/8/24,1742.81,63,武汉,小程序
40192,86603,2026/7/6,455.92,26,西安,小程序
12255,71592,2026年2月22日,1672.08,51,广州,线上
46869,68502,2026/8/2,3417.37,58,武汉,APP
15784,85225,2026-03-27,2894.15,38,南京,APP
4236,68514,2026-02-12,2535.66,51,西安,
26701,24331,2026/6/11,601.38,65,广州,线下
23472,94281,2026/3/19,791.59,51,重庆,线下
16780,72035,2026年5月13日,3692.86,56,杭州,线下
6828,85156,2026/7/27,3059.79,48,杭州,小程序
28038,99658,2026年7月3日,447.70,58,重庆,APP
3909,74642,2026年5月4日,4427.75,23,杭州,线下
12836,28663,2026-05-04,4407.99,20,上海,小程序
17035,62725,2026/8/17,599.81,61,广州,线上
9503,96362,2026-03-20,1385.42,52,广州,APP
23086,92213,2026年6月9日,3086.72,30,西安,线上
32746,80566,2026-01-08,276.10,35,武汉,线上
5222,26326,2026年3月18日,736.21,65,上海,线下
46944,31016,2026-04-02,4603.06,46,成都,线下
21989,96691,2026年8月3日,4123.62,40,杭州,小程序
49709,56973,2026/3/17,1734.13,64,成都,小程序
9021,70445,2026-07-06,4564.69,61,广州,线下
43924,82405,2026年4月28日,4515.47,24,北京,线上
47827,24554,2026/3/24,436.09,57,上海,线上
16987,28683,2026-05-06,1209.67,45,广州,APP
2716,49922,2026-05-25,4425.39,32,西安,小程序
24770,45283,2026/8/8,4256.13,55,杭州,APP
4241,33478,2026/3/4,4408.56,38,深圳,线下
32313,65959,2026/1/21,1579.65,35,杭州,线下
32867,78645,2026-07-18,4752.34,61,广州,线下
11265,88775,2026-04-11,234.54,57,深圳,线上
7176,82970,2026/4/9,2816.58,51,重庆,线上
47951,24015,2026年6月12日,588.01,29,重庆,线下
26824,74303,2026-06-10,1805.58,21,西安,线下
8578,89933,2026年2月21日,4200.97,28,深圳,小程序
7301,25542,2026/7/10,1181.13,63,杭州,线下
9769,32281,2026-01-06,4633.19,51,深圳,小程序
34032,96058,2026-03-28,3402.48,37,重庆,小程序
22693,94103,2026/1/23,2424.76,54,武汉,线下
38480,16684,2026-06-26,3678.27,40,北京,线下
40130,69066,2026/2/15,3057.29,53,北京,线下
2062,58644,2026/7/1,4164.94,26,广州,线下
25559,31882,2026年7月4日,2139.05,45,西安,线上
35166,33180,2026/4/13,3666.84,19,北京,小程序
15577,16750,2026/5/25,55.97,62,西安,线下
14121,70119,2026/7/22,845.34,38,武汉,小程序
11430,73159,2026-02-03,3029.51,53,成都,APP
42934,89706,2026-01-14,2271.83,29,上海,小程序
39458,71303,2026年6月6日,2963.21,47,南京,线上
41140,74523,2026年2月25日,3450.33,45,北京,线上
34612,25182,2026年8月5日,1191.85,26,西安,线上
27050,21972,2026年6月9日,262.79,56,武汉,APP
1960,12787,2026/8/20,2447.83,20,重庆,小程序
8294,84767,2026-06-02,859.82,28,成都,线上
2941,10802,2026年6月7日,1310.29,47,深圳,小程序
23333,23309,2026/5/10,4007.11,44,广州,线上
12623,71549,2026-03-27,454.47,21,深圳,线下
16363,77530,2026年7月10日,3373.55,24,广州,线上
13497,60814,2026年7月19日,2252.78,29,广州,小程序
44249,26099,2026年5月22日,"78,730.0",59,成都,线下
40354,20252,2026年3月7日,3931.04,31,西安,线下
41332,38870,2026/8/12,3315.25,18,杭州,APP
11417,81035,2026/2/10,4048.94,33,深圳,APP
18599,74372,2026/1/16,2285.28,37,西安,小程序
38139,86036,2026-03-28,2499.15,19,广州,APP
30507,64065,2026年6月16日,4449.71,39,重庆,APP
5357,58240,2026-07-28,4489.27,29,上海,线下
15243,76037,2026/5/24,433.01,61,北京,小程序
8931,16079,2026-03-11,2935.52,32,成都,线下
40143,85473,2026年1月27日,1526.93,27,深圳,线下
11332,73517,2026年8月8日,767.45,26,杭州,线下
15664,60089,2026年6月8日,3950.58,25,重庆,线上
32215,20066,2026/4/19,4751.24,60,武汉,线下
11832,16486,2026/8/4,960.03,50,西安,小程序
47618,12024,2026年6月15日,3471.68,33,重庆,线上
46584,84391,2026年1月10日,2497.17,27,北京,线下
24961,12145,2026-04-18,1883.32,23,西安,线上
3860,95788,2026-01-22,4210.58,46,杭州,线上
42023,40908,2026年3月22日,2288.77,22,上海,APP
33953,19533,2026/6/24,2132.50,43,武汉,小程序
40820,53645,2026年1月12日,334.01,33,深圳,线上
15800,52085,2026-01-21,3983.52,59,西安,APP
11703,14659,2026/2/16,2988.80,20,成都,小程序
31109,50141,2026-01-06,4813.13,62,南京,线下
9265,33639,2026-07-21,3876.83,59,重庆,线上
3248,68466,2026-03-22,"67,088.9",37,深圳,小程序
5136,48704,2026年3月26日,390.33,19,杭州,线下
33687,90586,2026年3月7日,2646.72,34,南京,APP
26239,55791,2026/5/18,3340.41,40,深圳,线上
27643,68584,2026年1月18日,552.46,35,西安,APP
14945,38396,2026年8月14日,47.03,53,南京,小程序
14170,69468,2026-07-04,1038.10,60,北京,线上
7820,97018,2026/6/9,3995.57,64,南京,小程序
44743,82489,2026/8/20,4853.15,41,深圳,线下
25203,21792,2026/1/17,1177.67,26,上海,APP
12193,95889,2026年1月9日,1201.71,48,西安,小程序
44569,43826,2026-01-16,4151.88,62,北京,线上
2580,91573,2026-08-06,1636.55,43,西安,
12558,87136,2026年5月24日,4036.86,25,武汉,线上
7106,43526,2026年7月24日,1579.35,56,上海,小程序
23264,66184,2026年7月12日,2624.86,22,武汉,线下
13555,10157,2026/8/28,1777.99,24,深圳,APP
23245,50177,2026年5月1日,352.44,23,成都,线下
45797,24148,2026年6月18日,1518.82,43,武汉,线下
26177,55860,2026年1月24日,4430.27,42,西安,线下
8351,21995,2026-01-16,4471.42,39,西安,线下
42245,97913,2026/1/16,4032.84,41,西安,APP
43625,89077,2026/7/7,"46,334.5",60,武汉,小程序
14802,20438,2026/6/16,3464.05,45,武汉,APP
24026,43779,2026-06-23,133.29,24,北京,APP
3377,76233,2026年1月18日,1164.31,49,重庆,线上
16877,16310,2026/1/5,"64,815.8",22,武汉,小程序
33650,22068,2026年4月3日,1291.74,54,北京,APP
23151,79377,2026年2月5日,660.75,62,重庆,线上
7006,34327,2026年7月24日,3672.55,65,杭州,线下
31733,31282,2026年8月19日,1724.07,35,武汉,APP
7587,65509,2026年7月27日,2702.96,37,成都,线上
26320,34292,2026年7月24日,1615.39,48,西安,线上
31914,22450,2026-04-03,939.96,43,广州,线上
47332,63267,2026-03-21,2335.93,43,重庆,
43653,60450,2026/8/7,1233.62,28,南京,APP
30440,29178,2026-06-27,-698.03,56,杭州,线下
27019,81989,2026/1/10,3404.82,43,广州,APP
11646,10172,2026-01-15,4895.17,49,成都,线上
1113,34782,2026/1/17,812.70,39,南京,
45313,82863,2026/8/14,98.70,50,武汉,APP
16796,78755,2026/5/11,196.04,63,南京,APP
49405,40022,2026/1/5,3133.49,53,北京,小程序
29382,44632,2026-01-14,3509.21,58,上海,线下
12820,61171,2026年8月8日,2167.18,54,上海,线下
13885,38492,2026年2月4日,670.13,25,深圳,线上
36711,30154,2026年2月21日,666.48,39,广州,
43174,72008,2026-05-26,1137.07,29,深圳,APP
46272,28892,2026-07-20,2399.49,27,重庆,线下
23536,28052,2026-08-02,3685.14,64,北京,小程序
35162,17026,2026/3/2,1605.35,22,深圳,APP
15692,41525,2026/4/5,4280.43,50,杭州,线上
44734,68435,2026年1月15日,2386.11,53,深圳,线上
1380,61218,2026年2月8日,4148.34,22,杭州,线上
8015,26386,2026-05-25,3036.73,21,广州,线上
40975,45846,2026-01-21,676.14,57,南京,小程序
1261,54054,2026-07-28,3787.86,44,成都,小程序
10957,19211,2026-07-10,2224.54,64,成都,APP
27704,26269,2026-08-05,"3,375.6",30,武汉,APP
5467,29994,2026年1月24日,1734.11,29,西安,小程序
2843,23552,2026年1月12日,644.36,59,武汉,APP
15261,48142,2026-02-17,1917.01,50,重庆,线下
44989,98927,2026-06-02,4599.37,47,深圳,线上
44371,63297,2026-03-19,1900.35,48,西安,线上
42087,90103,2026/8/23,447.12,35,武汉,线下
14729,14373,2026-03-20,953.63,44,南京,APP
1286,59504,2026/3/1,3744.39,32,西安,小程序
44141,89978,2026年3月4日,2445.92,53,重庆,线上
42896,30153,2026年2月26日,4286.93,65,杭州,线上
35842,40152,2026-06-03,2403.33,52,武汉,线上
11484,69503,2026-05-11,2627.27,44,深圳,APP
29388,92896,2026-05-05,797.47,55,杭州,线下
43151,17946,2026/4/1,2005.10,54,西安,APP
19603,55410,2026-03-25,2085.72,52,广州,线上
6932,33044,2026年6月14日,652.84,46,南京,线上
41858,57896,2026年3月10日,3941.94,21,重庆,线下
21873,37951,2026/2/24,3126.27,49,武汉,线上
14618,78684,2026/4/16,4925.70,60,深圳,线上
2956,87538,2026/8/23,2892.72,63,成都,小程序
42853,11245,2026/6/13,4951.21,36,南京,小程序
5047,60264,2026年1月24日,3327.73,29,成都,线上
29398,36588,2026-08-24,1038.78,63,成都,线上
26194,47546,2026/7/19,1791.30,121,南京,线下
26879,24114,2026/5/1,1753.65,45,西安,APP
45808,23054,2026年1月15日,376.87,65,西安,小程序
36696,48290,2026年3月23日,4099.98,65,武汉,线上
33599,75931,2026/3/21,1751.54,65,杭州,APP
32568,64129,2026-03-23,708.08,41,杭州,线下
6659,54655,2026/2/1,4896.67,59,北京,线下
15743,15912,2026/7/14,1806.96,49,武汉,APP
41724,84632,2026年4月27日,2640.92,65,广州,线上
1575,92619,2026-07-13,-404.51,38,广州,小程序
21051,42459,2026-06-19,1931.52,53,武汉,线上
42681,98763,2026/2/10,2645.58,65,北京,线上
25381,19514,2026/6/26,-558.05,31,深圳,线上
12061,55604,2026/5/3,4036.00,38,重庆,线下
30546,43439,2026-02-15,417.34,26,重庆,线下
39629,80430,2026/4/21,2896.45,59,重庆,线上
32156,38241,2026年8月21日,905.65,61,西安,小程序
35834,39668,2026年3月8日,1536.60,22,上海,
23624,58060,2026年5月21日,4417.23,31,重庆,线下
35050,68019,2026/1/19,3923.89,46,上海,APP
29714,20175,2026/7/7,2442.19,55,北京,线下
45071,87346,2026-06-03,4905.62,53,南京,线上
31080,89460,2026-05-06,3535.82,23,深圳,小程序
40947,23748,2026年1月3日,789.68,56,西安,线下
47307,48806,2026年1月21日,2723.11,24,杭州,线下
11274,89575,2026年4月26日,605.86,38,深圳,APP
6256,48776,2026/2/11,2187.01,47,南京,APP
45352,93697,2026年4月6日,473.85,42,重庆,小程序
4025,49623,2026-07-01,4166.99,20,南京,小程序
47988,58944,2026/2/3,4880.42,58,上海,线上
3332,17200,2026年2月28日,1382.71,40,南京,线上
36667,54910,2026/1/28,3242.99,60,成都,线上
38637,55452,2026年6月22日,2467.79,33,北京,线下
42483,59424,2026-07-19,3532.11,41,上海,
20200,92316,2026/6/13,1854.80,49,西安,线上
28196,95657,2026/2/27,2013.30,58,南京,线下
35553,17527,2026-03-27,4786.85,45,广州,小程序
47212,88988,2026-08-25,3414.33,62,成都,小程序
45040,68851,2026年6月17日,4739.67,64,南京,小程序
47853,60830,2026/5/5,1390.48,34,重庆,线上
47084,60759,2026-08-07,3242.75,24,杭州,APP
23019,89705,2026-03-04,2358.44,46,重庆,线下
27319,61773,2026年8月1日,3163.38,25,成都,线上
24659,37967,2026年7月9日,814.13,65,西安,APP
38771,28076,2026年3月27日,2633.40,52,深圳,小程序
25282,86310,2026年2月9日,1803.09,56,北京,线下
35101,49499,2026年7月6日,2523.91,59,杭州,小程序
11257,13056,2026年3月6日,1867.01,42,南京,小程序
28090,41122,2026-07-22,2538.58,47,深圳,线上
13156,39294,2026/6/15,4776.77,61,成都,线下
5874,21785,2026年3月6日,3151.49,20,南京,
27670,83140,2026/8/2,3423.14,33,杭州,线上
43555,71270,2026/8/23,278.85,26,武汉,APP
31542,14596,2026年8月18日,607.43,30,广州,线上
31714,90489,2026-08-07,613.75,59,北京,小程序
45872,18679,2026年7月24日,2021.92,51,西安,线上
35400,24100,2026/7/13,2984.12,58,西安,线下
44456,45053,2026/3/7,2792.77,44,上海,小程序
46442,37306,2026年1月19日,2291.41,50,南京,线下
1573,13962,2026-05-18,442.66,55,成都,线上
27976,80002,2026/6/28,3256.08,60,北京,线上
43172,28807,2026年2月23日,3113.16,26,重庆,APP
45668,47662,2026-02-14,1976.78,46,西安,小程序
31117,96616,2026-03-11,898.85,30,深圳,小程序
20209,36178,2026-06-28,114.23,38,南京,APP
35239,90711,2026年1月9日,"82,127.0",36,西安,线上
46465,54495,2026年7月23日,992.62,61,重庆,小程序
433,85756,2026-03-02,2591.09,44,重庆,线下
30896,87638,2026/5/10,1134.46,57,重庆,线下
38491,20397,2026/8/28,2583.67,50,广州,线下
3281,72799,2026年3月9日,4801.72,19,武汉,线下
45537,70950,2026年7月18日,4592.64,45,杭州,线下
46928,57547,2026-07-11,3264.15,62,北京,APP
19921,78933,2026-03-14,487.14,51,武汉,
12825,31971,2026-02-09,2301.19,-2,北京,线上
18986,98754,2026年2月16日,3651.92,58,杭州,线下
5185,10881,2026/3/25,4907.29,27,重庆,小程序
24361,72805,2026年2月6日,1320.80,22,深圳,线下
40998,37234,2026/6/21,2400.08,19,重庆,APP
45421,73478,2026年6月1日,1320.22,33,深圳,线下
28489,19372,2026年6月27日,3569.93,53,南京,线上
17084,26062,2026年1月24日,1473.40,51,北京,线上
5121,87938,2026年1月21日,3557.07,21,上海,小程序
42502,45437,2026/7/1,1523.64,38,上海,小程序
40085,94717,2026/8/13,3238.76,39,深圳,
979,61336,2026-08-11,2632.40,23,上海,线下
29799,13350,2026-01-18,3305.87,47,深圳,APP
47031,30165,2026/4/23,4160.44,25,北京,小程序
39237,91231,2026/3/18,4861.45,52,杭州,线上
32304,75148,2026年4月14日,399.08,23,重庆,线上
2938,87984,2026年2月22日,239.50,48,成都,线下
30019,48557,2026年2月25日,2876.29,18,成都,线上
5388,46939,2026/4/20,3321.00,26,南京,线下
30420,56888,2026-01-24,4776.77,38,西安,小程序
26040,13818,2026-03-01,4016.02,59,深圳,线上
17239,57356,2026-02-16,2783.83,57,广州,线下
19939,30140,2026年5月27日,4262.68,45,南京,小程序
43514,52616,2026-08-10,1162.10,57,广州,线上
